1697.15,245.88,168.92,267.87,261.87,231.88,251.87,241.88,259.87,231.88,164.92
1686.16,227.89,337.83,372.81,235.88,301.85,230.88,311.84,329.84,301.85,329.84
1862.07,315.84,337.83,238.88,331.83,301.85,356.82,311.84,329.84,301.85,364.82
1802.1,315.84,273.86,337.83,366.82,336.83,321.84,346.83,364.82,336.83,234.88
1891.05,280.86,267.87,267.87,261.87,231.88,251.87,241.88,259.87,231.88,259.87
1354.32,175.91,197.9,98.95,95.95,161.92,90.95,85.96,94.95,161.92,189.91
1638.18,87.96,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,94.95
1722.14,175.91,98.95,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
2057.97,175.91,239.88,140.93,233.88,203.9,223.89,213.89,231.88,203.9,189.91
1809.1,217.89,197.9,197.9,95.95,161.92,181.91,171.91,189.91,161.92,231.88
1623.19,175.91,98.95,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1444.28,175.91,197.9,197.9,95.95,161.92,90.95,171.91,94.95,161.92,94.95
1654.17,175.91,197.9,197.9,191.9,161.92,181.91,85.96,189.91,80.96,189.91
1652.17,87.96,197.9,197.9,191.9,80.96,181.91,171.91,189.91,161.92,189.91
1722.14,175.91,197.9,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1605.2,245.88,168.92,267.87,165.92,231.88,160.92,241.88,259.87,231.88,259.87
1701.15,245.88,267.87,267.87,261.87,231.88,251.87,241.88,164.92,231.88,164.92
1528.24,262.87,273.86,273.86,270.86,336.83,391.8,260.87,364.82,336.83,364.82
1856.07,210.89,232.88,267.87,226.89,196.9,216.89,206.9,224.89,196.9,259.87
1856.07,210.89,232.88,232.88,226.89,196.9,216.89,206.9,224.89,196.9,224.89
1510.24,210.89,267.87,133.93,130.93,231.88,125.94,241.88,224.89,231.88,129.94
1792.1,245.88,168.92,267.87,261.87,231.88,251.87,241.88,294.85,231.88,259.87
1675.16,210.89,232.88,232.88,261.87,196.9,216.89,120.94,129.94,196.9,224.89
1478.26,157.92,232.88,133.93,130.93,196.9,216.89,206.9,224.89,196.9,129.94
1740.13,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,80.96,189.91
1722.14,175.91,98.95,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1746.13,175.91,197.9,140.93,233.88,161.92,132.93,213.89,136.93,161.92,189.91
1935.03,217.89,239.88,197.9,95.95,203.9,181.91,171.91,189.91,203.9,231.88
1557.22,87.96,197.9,197.9,191.9,80.96,181.91,171.91,189.91,161.92,94.95
1623.19,175.91,98.95,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1735.13,175.91,197.9,197.9,191.9,161.92,181.91,85.96,189.91,161.92,189.91
1726.14,175.91,197.9,197.9,191.9,161.92,181.91,171.91,94.95,161.92,189.91
1436.28,175.91,98.95,98.95,95.95,161.92,90.95,171.91,189.91,161.92,189.91
1821.09,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1638.18,87.96,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,94.95
1536.23,175.91,197.9,98.95,191.9,161.92,90.95,171.91,94.95,161.92,189.91
1722.14,175.91,98.95,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1626.19,175.91,197.9,98.95,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1654.17,175.91,197.9,197.9,191.9,161.92,181.91,85.96,189.91,80.96,189.91
1540.23,175.91,197.9,197.9,191.9,161.92,90.95,171.91,94.95,161.92,94.95
1538.23,87.96,197.9,98.95,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1821.09,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1556.22,280.86,203.9,203.9,296.85,185.91,195.9,276.86,294.85,266.87,294.85
1621.19,210.89,232.88,232.88,172.91,196.9,216.89,120.94,224.89,196.9,129.94
1967.02,210.89,232.88,175.91,226.89,196.9,258.87,248.88,266.87,238.88,224.89
1707.15,129.94,140.93,197.9,191.9,203.9,181.91,171.91,94.95,161.92,231.88
1704.15,245.88,267.87,267.87,165.92,231.88,160.92,241.88,259.87,231.88,259.87
1796.1,245.88,267.87,267.87,261.87,231.88,286.86,241.88,259.87,231.88,199.9
1562.22,210.89,133.93,133.93,130.93,196.9,216.89,206.9,224.89,196.9,224.89
1675.16,210.89,232.88,232.88,226.89,196.9,216.89,120.94,129.94,196.9,224.89
1642.18,87.96,197.9,232.88,191.9,161.92,90.95,171.91,189.91,161.92,189.91
1527.24,175.91,98.95,98.95,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1726.14,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,196.9,94.95
1581.21,210.89,267.87,133.93,226.89,231.88,216.89,206.9,129.94,115.94,224.89
1626.19,175.91,98.95,197.9,95.95,161.92,181.91,206.9,224.89,161.92,189.91
1626.19,122.94,232.88,232.88,226.89,196.9,125.94,120.94,224.89,196.9,224.89
1722.14,175.91,197.9,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1810.09,245.88,267.87,267.87,261.87,150.92,251.87,241.88,259.87,231.88,259.87
1535.23,175.91,197.9,197.9,130.93,161.92,181.91,171.91,94.95,161.92,94.95
1658.17,210.89,133.93,133.93,226.89,196.9,216.89,206.9,224.89,196.9,224.89
1642.18,122.94,197.9,197.9,191.9,161.92,90.95,171.91,189.91,161.92,189.91
1752.12,175.91,98.95,239.88,95.95,161.92,223.89,213.89,189.91,161.92,189.91
1667.17,175.91,197.9,98.95,233.88,161.92,181.91,85.96,136.93,203.9,189.91
1768.12,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,136.93
1851.07,217.89,239.88,197.9,95.95,203.9,181.91,171.91,189.91,161.92,189.91
1535.23,87.96,98.95,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1554.22,175.91,197.9,197.9,191.9,161.92,90.95,171.91,94.95,80.96,189.91
1627.19,175.91,98.95,197.9,191.9,161.92,181.91,171.91,189.91,161.92,94.95
1626.19,175.91,197.9,98.95,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1640.18,175.91,197.9,197.9,191.9,161.92,181.91,85.96,94.95,161.92,189.91
1535.23,175.91,98.95,197.9,95.95,161.92,90.95,171.91,189.91,161.92,189.91
1634.18,87.96,197.9,98.95,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1821.09,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1549.23,175.91,197.9,197.9,95.95,80.96,181.91,171.91,94.95,161.92,189.91
1696.15,175.91,98.95,140.93,191.9,161.92,223.89,213.89,231.88,161.92,94.95
1814.09,175.91,197.9,197.9,233.88,161.92,90.95,171.91,189.91,203.9,189.91
1512.24,129.94,140.93,98.95,95.95,203.9,181.91,171.91,94.95,161.92,231.88
1735.13,175.91,197.9,197.9,191.9,161.92,181.91,85.96,189.91,161.92,189.91
1821.09,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1432.28,175.91,98.95,98.95,95.95,161.92,181.91,171.91,189.91,161.92,94.95
1635.18,175.91,197.9,197.9,191.9,161.92,90.95,171.91,94.95,161.92,189.91
1733.13,87.96,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1725.14,175.91,197.9,197.9,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1537.23,175.91,98.95,98.95,191.9,161.92,181.91,85.96,189.91,161.92,189.91
1554.22,175.91,197.9,197.9,191.9,161.92,90.95,171.91,94.95,80.96,189.91
1630.18,175.91,197.9,197.9,95.95,161.92,181.91,171.91,189.91,161.92,94.95
1890.06,175.91,197.9,140.93,191.9,161.92,223.89,213.89,231.88,161.92,189.91
1806.1,175.91,98.95,197.9,233.88,161.92,181.91,171.91,189.91,203.9,189.91
1626.19,129.94,239.88,197.9,95.95,161.92,181.91,171.91,94.95,161.92,189.91
1729.14,175.91,197.9,197.9,191.9,122.94,181.91,171.91,189.91,161.92,136.93
1446.28,175.91,98.95,98.95,191.9,161.92,90.95,85.96,189.91,161.92,189.91
1821.09,175.91,197.9,197.9,191.9,161.92,181.91,171.91,189.91,161.92,189.91
1725.14,175.91,197.9,197.9,95.95,161.92,181.91,171.91,189.91,161.92,189.91
1627.19,175.91,197.9,98.95,191.9,161.92,181.91,171.91,94.95,161.92,189.91
